#  L TT            EE            BB            TE            PP            PT            PE           
2243 1.1882159e+02 5.8572386e+00 3.2796194e-02 -5.0811919e+00 1.0854547e-09 1.5897921e-08 4.2698189e-08
2244 1.1852997e+02 5.8529786e+00 3.2757515e-02 -5.1391160e+00 1.0844274e-09 1.4607674e-08 4.2647054e-08
2245 1.1824336e+02 5.8483068e+00 3.2718951e-02 -5.1969663e+00 1.0834018e-09 1.3332665e-08 4.2591650e-08
2246 1.1796180e+02 5.8432374e+00 3.2680505e-02 -5.2547329e+00 1.0823772e-09 1.2072992e-08 4.2531986e-08
2247 1.1768532e+02 5.8377700e+00 3.2642175e-02 -5.3123762e+00 1.0813540e-09 1.0828760e-08 4.2468087e-08
2248 1.1741395e+02 5.8318962e+00 3.2603963e-02 -5.3698712e+00 1.0803324e-09 9.6000736e-09 4.2399979e-08
2249 1.1714771e+02 5.8256226e+00 3.2565868e-02 -5.4272076e+00 1.0793119e-09 8.3870303e-09 4.2327661e-08
2250 1.1688665e+02 5.8189483e+00 3.2527892e-02 -5.4843456e+00 1.0782927e-09 7.1897352e-09 4.2251163e-08
2251 1.1663079e+02 5.8118795e+00 3.2490034e-02 -5.5412666e+00 1.0772752e-09 6.0082753e-09 4.2170510e-08
2252 1.1637943e+02 5.8044073e+00 3.2452294e-02 -5.5979424e+00 1.0762587e-09 4.8426718e-09 4.2085726e-08
2253 1.1613261e+02 5.7965375e+00 3.2414673e-02 -5.6543441e+00 1.0752435e-09 3.6929321e-09 4.1996855e-08
2254 1.1589109e+02 5.7882756e+00 3.2377170e-02 -5.7104576e+00 1.0742300e-09 2.5590636e-09 4.1903942e-08
2255 1.1565344e+02 5.7796050e+00 3.2339787e-02 -5.7662463e+00 1.0732175e-09 1.4410714e-09 4.1807006e-08
2256 1.1542118e+02 5.7705384e+00 3.2302521e-02 -5.8216955e+00 1.0722063e-09 3.3896302e-10 4.1706095e-08
2257 1.1519360e+02 5.7610739e+00 3.2265375e-02 -5.8767685e+00 1.0711967e-09 -7.4725490e-10 4.1601249e-08
2258 1.1497076e+02 5.7512092e+00 3.2228347e-02 -5.9314502e+00 1.0701882e-09 -1.8175757e-09 4.1492497e-08
2259 1.1475193e+02 5.7409494e+00 3.2191438e-02 -5.9857110e+00 1.0691811e-09 -2.8719926e-09 4.1379880e-08
2260 1.1453793e+02 5.7302996e+00 3.2154647e-02 -6.0395280e+00 1.0681755e-09 -3.9104999e-09 4.1263447e-08
2261 1.1432878e+02 5.7192573e+00 3.2117973e-02 -6.0928786e+00 1.0671709e-09 -4.9330893e-09 4.1143214e-08
2262 1.1412378e+02 5.7078422e+00 3.2081418e-02 -6.1457470e+00 1.0661677e-09 -5.9397549e-09 4.1019229e-08
2263 1.1392225e+02 5.6960591e+00 3.2044980e-02 -6.1981027e+00 1.0651661e-09 -6.9304908e-09 4.0891534e-08
2264 1.1372572e+02 5.6838977e+00 3.2008659e-02 -6.2499222e+00 1.0641655e-09 -7.9052887e-09 4.0760156e-08
2265 1.1353348e+02 5.6713776e+00 3.1972455e-02 -6.3011819e+00 1.0631664e-09 -8.8641450e-09 4.0625148e-08
2266 1.1334559e+02 5.6584884e+00 3.1936367e-02 -6.3519024e+00 1.0621685e-09 -9.8070488e-09 4.0486527e-08
2267 1.1316136e+02 5.6452492e+00 3.1900394e-02 -6.4019707e+00 1.0611718e-09 -1.0733995e-08 4.0344340e-08
2268 1.1298082e+02 5.6316495e+00 3.1864537e-02 -6.4514366e+00 1.0601767e-09 -1.1644980e-08 4.0198630e-08
2269 1.1280479e+02 5.6177011e+00 3.1828795e-02 -6.5002385e+00 1.0591827e-09 -1.2539992e-08 4.0049424e-08
2270 1.1263256e+02 5.6034080e+00 3.1793166e-02 -6.5484630e+00 1.0581899e-09 -1.3419027e-08 3.9896764e-08
2271 1.1246419e+02 5.5887593e+00 3.1757651e-02 -6.5959737e+00 1.0571987e-09 -1.4282082e-08 3.9740697e-08
2272 1.1229973e+02 5.5737666e+00 3.1722249e-02 -6.6427826e+00 1.0562085e-09 -1.5129143e-08 3.9581242e-08
2273 1.1213923e+02 5.5584411e+00 3.1686959e-02 -6.6889012e+00 1.0552199e-09 -1.5960209e-08 3.9418449e-08
2274 1.1198202e+02 5.5427718e+00 3.1651780e-02 -6.7342668e+00 1.0542324e-09 -1.6775269e-08 3.9252348e-08
2275 1.1182813e+02 5.5267846e+00 3.1616712e-02 -6.7788903e+00 1.0532461e-09 -1.7574319e-08 3.9082979e-08
2276 1.1167837e+02 5.5104757e+00 3.1581754e-02 -6.8227827e+00 1.0522613e-09 -1.8357355e-08 3.8910389e-08
2277 1.1153132e+02 5.4938414e+00 3.1546905e-02 -6.8658804e+00 1.0512776e-09 -1.9124364e-08 3.8734598e-08
2278 1.1138776e+02 5.4769074e+00 3.1512165e-02 -6.9081938e+00 1.0502952e-09 -1.9875342e-08 3.8555652e-08
2279 1.1124776e+02 5.4596622e+00 3.1477531e-02 -6.9497328e+00 1.0493143e-09 -2.0610286e-08 3.8373592e-08
2280 1.1111137e+02 5.4421166e+00 3.1443004e-02 -6.9904330e+00 1.0483345e-09 -2.1329183e-08 3.8188447e-08
2281 1.1097791e+02 5.4242665e+00 3.1408583e-02 -7.0302298e+00 1.0473561e-09 -2.2032035e-08 3.8000268e-08
2282 1.1084743e+02 5.4061299e+00 3.1374267e-02 -7.0692066e+00 1.0463788e-09 -2.2718825e-08 3.7809073e-08
2283 1.1071926e+02 5.3877026e+00 3.1340055e-02 -7.1073725e+00 1.0454028e-09 -2.3389551e-08 3.7614910e-08
2284 1.1059494e+02 5.3689875e+00 3.1305946e-02 -7.1445875e+00 1.0444283e-09 -2.4044210e-08 3.7417820e-08
2285 1.1047304e+02 5.3499877e+00 3.1271939e-02 -7.1809344e+00 1.0434548e-09 -2.4682788e-08 3.7217832e-08
2286 1.1035435e+02 5.3307136e+00 3.1238033e-02 -7.2163470e+00 1.0424828e-09 -2.5305289e-08 3.7014996e-08
2287 1.1023821e+02 5.3111754e+00 3.1204227e-02 -7.2509075e+00 1.0415119e-09 -2.5911693e-08 3.6809331e-08
2288 1.1012467e+02 5.2913612e+00 3.1170520e-02 -7.2844748e+00 1.0405422e-09 -2.6502000e-08 3.6600884e-08
2289 1.1001378e+02 5.2713033e+00 3.1136912e-02 -7.3171304e+00 1.0395740e-09 -2.7076206e-08 3.6389697e-08
2290 1.0990562e+02 5.2509897e+00 3.1103401e-02 -7.3488070e+00 1.0386068e-09 -2.7634299e-08 3.6175798e-08
2291 1.0979949e+02 5.2304378e+00 3.1069987e-02 -7.3795857e+00 1.0376412e-09 -2.8176281e-08 3.5959238e-08
2292 1.0969620e+02 5.2096503e+00 3.1036668e-02 -7.4093983e+00 1.0366765e-09 -2.8702133e-08 3.5740036e-08
2293 1.0959507e+02 5.1886445e+00 3.1003443e-02 -7.4381767e+00 1.0357131e-09 -2.9211855e-08 3.5518238e-08
2294 1.0949616e+02 5.1674155e+00 3.0970312e-02 -7.4660752e+00 1.0347512e-09 -2.9705442e-08 3.5293886e-08
2295 1.0939952e+02 5.1459657e+00 3.0937273e-02 -7.4928765e+00 1.0337903e-09 -3.0182883e-08 3.5067010e-08
2296 1.0930448e+02 5.1243124e+00 3.0904326e-02 -7.5187341e+00 1.0328309e-09 -3.0644180e-08 3.4837658e-08
2297 1.0921185e+02 5.1024504e+00 3.0871470e-02 -7.5435786e+00 1.0318725e-09 -3.1089313e-08 3.4605851e-08
2298 1.0912092e+02 5.0803896e+00 3.0838702e-02 -7.5674889e+00 1.0309153e-09 -3.1518282e-08 3.4371635e-08
2299 1.0903252e+02 5.0581322e+00 3.0806024e-02 -7.5903206e+00 1.0299596e-09 -3.1931085e-08 3.4135052e-08
2300 1.0894521e+02 5.0356879e+00 3.0773432e-02 -7.6120776e+00 1.0290049e-09 -3.2327706e-08 3.3896130e-08
2301 1.0885980e+02 5.0130514e+00 3.0740928e-02 -7.6329116e+00 1.0280517e-09 -3.2708167e-08 3.3654919e-08
2302 1.0877634e+02 4.9902476e+00 3.0708509e-02 -7.6526015e+00 1.0270995e-09 -3.3072520e-08 3.3411439e-08
2303 1.0869339e+02 4.9672644e+00 3.0676174e-02 -7.6713711e+00 1.0261485e-09 -3.3420859e-08 3.3165732e-08
2304 1.0861325e+02 4.9441190e+00 3.0643923e-02 -7.6889980e+00 1.0251990e-09 -3.3753271e-08 3.2917839e-08
2305 1.0853372e+02 4.9208216e+00 3.0611754e-02 -7.7056313e+00 1.0242505e-09 -3.4069832e-08 3.2667787e-08
2306 1.0845561e+02 4.8973673e+00 3.0579667e-02 -7.7211965e+00 1.0233034e-09 -3.4370640e-08 3.2415624e-08
2307 1.0837896e+02 4.8737733e+00 3.0547660e-02 -7.7356936e+00 1.0223573e-09 -3.4655762e-08 3.2161369e-08
2308 1.0830309e+02 4.8500421e+00 3.0515732e-02 -7.7491217e+00 1.0214127e-09 -3.4925296e-08 3.1905070e-08
2309 1.0822804e+02 4.8261762e+00 3.0483883e-02 -7.7614800e+00 1.0204691e-09 -3.5179316e-08 3.1646755e-08
2310 1.0815461e+02 4.8021929e+00 3.0452111e-02 -7.7728416e+00 1.0195267e-09 -3.5417912e-08 3.1386462e-08
2311 1.0808211e+02 4.7780872e+00 3.0420416e-02 -7.7831305e+00 1.0185857e-09 -3.5641176e-08 3.1124235e-08
2312 1.0800985e+02 4.7538763e+00 3.0388795e-02 -7.7922708e+00 1.0176457e-09 -3.5849177e-08 3.0860095e-08
2313 1.0793862e+02 4.7295551e+00 3.0357248e-02 -7.8004087e+00 1.0167072e-09 -3.6042010e-08 3.0594089e-08
2314 1.0786846e+02 4.7051483e+00 3.0325774e-02 -7.8075418e+00 1.0157696e-09 -3.6219753e-08 3.0326243e-08
2315 1.0779869e+02 4.6806434e+00 3.0294373e-02 -7.8135188e+00 1.0148335e-09 -3.6382501e-08 3.0056606e-08
2316 1.0772936e+02 4.6560576e+00 3.0263041e-02 -7.8184852e+00 1.0138984e-09 -3.6530323e-08 2.9785198e-08
2317 1.0766051e+02 4.6314006e+00 3.0231779e-02 -7.8223632e+00 1.0129645e-09 -3.6663311e-08 2.9512061e-08
2318 1.0759220e+02 4.6066673e+00 3.0200586e-02 -7.8251492e+00 1.0120320e-09 -3.6781554e-08 2.9237235e-08
2319 1.0752373e+02 4.5818676e+00 3.0169459e-02 -7.8269136e+00 1.0111004e-09 -3.6885128e-08 2.8960749e-08
2320 1.0745589e+02 4.5570110e+00 3.0138399e-02 -7.8276520e+00 1.0101703e-09 -3.6974130e-08 2.8682648e-08
2321 1.0738799e+02 4.5321000e+00 3.0107403e-02 -7.8272855e+00 1.0092412e-09 -3.7048628e-08 2.8402955e-08
2322 1.0732008e+02 4.5071516e+00 3.0076471e-02 -7.8258836e+00 1.0083135e-09 -3.7108717e-08 2.8121714e-08
2323 1.0725295e+02 4.4821609e+00 3.0045600e-02 -7.8234411e+00 1.0073868e-09 -3.7154475e-08 2.7838955e-08
2324 1.0718516e+02 4.4571449e+00 3.0014791e-02 -7.8199525e+00 1.0064615e-09 -3.7185999e-08 2.7554724e-08
2325 1.0711750e+02 4.4321060e+00 2.9984042e-02 -7.8154864e+00 1.0055371e-09 -3.7203355e-08 2.7269042e-08
2326 1.0704927e+02 4.4070614e+00 2.9953351e-02 -7.8099624e+00 1.0046139e-09 -3.7206638e-08 2.6981952e-08
2327 1.0698127e+02 4.3820060e+00 2.9922716e-02 -7.8033744e+00 1.0036922e-09 -3.7195934e-08 2.6693492e-08
2328 1.0691280e+02 4.3569644e+00 2.9892138e-02 -7.7958641e+00 1.0027714e-09 -3.7171321e-08 2.6403692e-08
2329 1.0684464e+02 4.3319242e+00 2.9861614e-02 -7.7873505e+00 1.0018520e-09 -3.7132895e-08 2.6112597e-08
2330 1.0677537e+02 4.3069100e+00 2.9831142e-02 -7.7778264e+00 1.0009335e-09 -3.7080724e-08 2.5820230e-08
2331 1.0670576e+02 4.2819094e+00 2.9800723e-02 -7.7673587e+00 1.0000165e-09 -3.7014905e-08 2.5526635e-08
2332 1.0663586e+02 4.2569396e+00 2.9770353e-02 -7.7558654e+00 9.9910044e-10 -3.6935513e-08 2.5231843e-08
2333 1.0656571e+02 4.2319957e+00 2.9740033e-02 -7.7434128e+00 9.9818577e-10 -3.6842647e-08 2.4935897e-08
2334 1.0649463e+02 4.2070950e+00 2.9709759e-02 -7.7299927e+00 9.9727203e-10 -3.6736372e-08 2.4638821e-08
2335 1.0642265e+02 4.1822400e+00 2.9679532e-02 -7.7155967e+00 9.9635970e-10 -3.6616787e-08 2.4340660e-08
2336 1.0634981e+02 4.1574257e+00 2.9649348e-02 -7.7002902e+00 9.9544830e-10 -3.6483967e-08 2.4041444e-08
2337 1.0627690e+02 4.1326770e+00 2.9619208e-02 -7.6840643e+00 9.9453807e-10 -3.6338001e-08 2.3741210e-08
2338 1.0620247e+02 4.1079816e+00 2.9589110e-02 -7.6668355e+00 9.9362924e-10 -3.6178982e-08 2.3440000e-08
2339 1.0612732e+02 4.0833570e+00 2.9559051e-02 -7.6487429e+00 9.9272134e-10 -3.6006977e-08 2.3137839e-08
2340 1.0605148e+02 4.0588132e+00 2.9529032e-02 -7.6297766e+00 9.9181483e-10 -3.5822084e-08 2.2834771e-08
2341 1.0597426e+02 4.0343455e+00 2.9499049e-02 -7.6098526e+00 9.9090925e-10 -3.5624377e-08 2.2530824e-08
2342 1.0589642e+02 4.0099639e+00 2.9469102e-02 -7.5890349e+00 9.9000506e-10 -3.5413955e-08 2.2226044e-08
2343 1.0581727e+02 3.9856788e+00 2.9439190e-02 -7.5673873e+00 9.8910179e-10 -3.5190884e-08 2.1920454e-08
2344 1.0573685e+02 3.9614853e+00 2.9409310e-02 -7.5448991e+00 9.8819991e-10 -3.4955262e-08 2.1614099e-08
2345 1.0565520e+02 3.9374013e+00 2.9379462e-02 -7.5214853e+00 9.8729895e-10 -3.4707165e-08 2.1307009e-08
2346 1.0557309e+02 3.9134146e+00 2.9349643e-02 -7.4972834e+00 9.8639937e-10 -3.4446690e-08 2.0999227e-08
2347 1.0548908e+02 3.8895432e+00 2.9319854e-02 -7.4722076e+00 9.8550070e-10 -3.4173903e-08 2.0690778e-08
2348 1.0540395e+02 3.8657824e+00 2.9290091e-02 -7.4463208e+00 9.8460341e-10 -3.3888903e-08 2.0381705e-08
2349 1.0531698e+02 3.8421427e+00 2.9260354e-02 -7.4196114e+00 9.8370704e-10 -3.3591766e-08 2.0072039e-08
2350 1.0522895e+02 3.8186345e+00 2.9230642e-02 -7.3921416e+00 9.8281203e-10 -3.3282587e-08 1.9761824e-08
2351 1.0513990e+02 3.7952538e+00 2.9200953e-02 -7.3638251e+00 9.8191794e-10 -3.2961440e-08 1.9451084e-08
2352 1.0504911e+02 3.7720043e+00 2.9171285e-02 -7.3347989e+00 9.8102521e-10 -3.2628444e-08 1.9139858e-08
2353 1.0495660e+02 3.7489047e+00 2.9141639e-02 -7.3049767e+00 9.8013339e-10 -3.2283704e-08 1.8828173e-08
2354 1.0486240e+02 3.7259519e+00 2.9112011e-02 -7.2744951e+00 9.7924294e-10 -3.1927343e-08 1.8516068e-08
2355 1.0476727e+02 3.7031497e+00 2.9082401e-02 -7.2431933e+00 9.7835338e-10 -3.1559459e-08 1.8203565e-08
2356 1.0466974e+02 3.6805174e+00 2.9052808e-02 -7.2112076e+00 9.7746519e-10 -3.1180175e-08 1.7890702e-08
2357 1.0457133e+02 3.6580441e+00 2.9023231e-02 -7.1785997e+00 9.7657790e-10 -3.0789596e-08 1.7577507e-08
2358 1.0447055e+02 3.6357490e+00 2.8993668e-02 -7.1452826e+00 9.7569197e-10 -3.0387844e-08 1.7264016e-08
2359 1.0436893e+02 3.6136217e+00 2.8964118e-02 -7.1113178e+00 9.7480693e-10 -2.9975018e-08 1.6950254e-08
2360 1.0426498e+02 3.5916738e+00 2.8934580e-02 -7.0766180e+00 9.7392301e-10 -2.9551238e-08 1.6636256e-08
2361 1.0415948e+02 3.5699025e+00 2.8905054e-02 -7.0413928e+00 9.7304045e-10 -2.9116618e-08 1.6322055e-08
2362 1.0405168e+02 3.5483271e+00 2.8875537e-02 -7.0054804e+00 9.7215877e-10 -2.8671265e-08 1.6007680e-08
2363 1.0394235e+02 3.5269373e+00 2.8846030e-02 -6.9690161e+00 9.7127845e-10 -2.8215299e-08 1.5693166e-08
2364 1.0383076e+02 3.5057377e+00 2.8816530e-02 -6.9319118e+00 9.7039901e-10 -2.7748822e-08 1.5378538e-08
2365 1.0371766e+02 3.4847405e+00 2.8787038e-02 -6.8943026e+00 9.6952080e-10 -2.7271953e-08 1.5063834e-08
2366 1.0360307e+02 3.4639504e+00 2.8757552e-02 -6.8561004e+00 9.6864359e-10 -2.6784800e-08 1.4749080e-08
2367 1.0348550e+02 3.4433574e+00 2.8728071e-02 -6.8173654e+00 9.6776772e-10 -2.6287484e-08 1.4434314e-08
2368 1.0336646e+02 3.4229813e+00 2.8698595e-02 -6.7780837e+00 9.6689273e-10 -2.5780105e-08 1.4119560e-08
2369 1.0324594e+02 3.4028196e+00 2.8669123e-02 -6.7383898e+00 9.6601908e-10 -2.5262783e-08 1.3804856e-08
2370 1.0312248e+02 3.3828773e+00 2.8639653e-02 -6.6981208e+00 9.6514631e-10 -2.4735626e-08 1.3490228e-08
2371 1.0299756e+02 3.3631596e+00 2.8610186e-02 -6.6574110e+00 9.6427486e-10 -2.4198754e-08 1.3175713e-08
2372 1.0287045e+02 3.3436641e+00 2.8580720e-02 -6.6162460e+00 9.6340452e-10 -2.3652271e-08 1.2861339e-08
2373 1.0274188e+02 3.3243962e+00 2.8551254e-02 -6.5746855e+00 9.6253506e-10 -2.3096289e-08 1.2547135e-08
2374 1.0261039e+02 3.3053686e+00 2.8521789e-02 -6.5327150e+00 9.6166692e-10 -2.2530929e-08 1.2233140e-08
2375 1.0247746e+02 3.2865644e+00 2.8492323e-02 -6.4903199e+00 9.6079964e-10 -2.1956292e-08 1.1919377e-08
2376 1.0234234e+02 3.2680040e+00 2.8462856e-02 -6.4475597e+00 9.5993370e-10 -2.1372498e-08 1.1605884e-08
2377 1.0220430e+02 3.2496853e+00 2.8433387e-02 -6.4044197e+00 9.5906861e-10 -2.0779654e-08 1.1292688e-08
2378 1.0206481e+02 3.2316067e+00 2.8403916e-02 -6.3609296e+00 9.5820485e-10 -2.0177880e-08 1.0979825e-08
2379 1.0192314e+02 3.2137738e+00 2.8374441e-02 -6.3171191e+00 9.5734195e-10 -1.9567278e-08 1.0667321e-08
2380 1.0178002e+02 3.1961925e+00 2.8344963e-02 -6.2730030e+00 9.5648036e-10 -1.8947968e-08 1.0355212e-08
2381 1.0163397e+02 3.1788535e+00 2.8315481e-02 -6.2285887e+00 9.5561963e-10 -1.8320058e-08 1.0043526e-08
2382 1.0148572e+02 3.1617704e+00 2.8285995e-02 -6.1838907e+00 9.5476022e-10 -1.7683666e-08 9.7322996e-09
2383 1.0133528e+02 3.1449417e+00 2.8256504e-02 -6.1389313e+00 9.5390166e-10 -1.7038895e-08 9.4215582e-09
2384 1.0118262e+02 3.1283734e+00 2.8227006e-02 -6.0937177e+00 9.5304441e-10 -1.6385865e-08 9.1113372e-09
2385 1.0102850e+02 3.1120569e+00 2.8197503e-02 -6.0482720e+00 9.5218801e-10 -1.5724684e-08 8.8016658e-09
2386 1.0087141e+02 3.0959984e+00 2.8167994e-02 -6.0026087e+00 9.5133291e-10 -1.5055469e-08 8.4925788e-09
2387 1.0071210e+02 3.0802042e+00 2.8138478e-02 -5.9567574e+00 9.5047867e-10 -1.4378325e-08 8.1841033e-09
2388 1.0055129e+02 3.0646732e+00 2.8108954e-02 -5.9107327e+00 9.4962572e-10 -1.3693370e-08 7.8762739e-09
2389 1.0038823e+02 3.0494120e+00 2.8079422e-02 -5.8645491e+00 9.4877362e-10 -1.3000713e-08 7.5691203e-09
2390 1.0022217e+02 3.0344122e+00 2.8049882e-02 -5.8182215e+00 9.4792282e-10 -1.2300471e-08 7.2626765e-09
2391 1.0005459e+02 3.0196803e+00 2.8020334e-02 -5.7717791e+00 9.4707286e-10 -1.1592749e-08 6.9569705e-09
2392 9.9885474e+01 3.0052233e+00 2.7990776e-02 -5.7252367e+00 9.4622419e-10 -1.0877665e-08 6.6520364e-09
2393 9.9713322e+01 2.9910328e+00 2.7961209e-02 -5.6786016e+00 9.4537636e-10 -1.0155328e-08 6.3479039e-09
2394 9.9539607e+01 2.9771159e+00 2.7931632e-02 -5.6318884e+00 9.4452982e-10 -9.4258530e-09 6.0446070e-09
2395 9.9363574e+01 2.9634720e+00 2.7902045e-02 -5.5851194e+00 9.4368434e-10 -8.6893499e-09 5.7421747e-09
2396 9.9185952e+01 2.9500933e+00 2.7872446e-02 -5.5383093e+00 9.4283969e-10 -7.9459306e-09 5.4406387e-09
2397 9.9005982e+01 2.9369944e+00 2.7842837e-02 -5.4914654e+00 9.4199633e-10 -7.1957102e-09 5.1400323e-09
2398 9.8823649e+01 2.9241674e+00 2.7813216e-02 -5.4446102e+00 9.4115380e-10 -6.4387973e-09 4.8403845e-09
2399 9.8639679e+01 2.9116124e+00 2.7783583e-02 -5.3977511e+00 9.4031255e-10 -5.6753067e-09 4.5417286e-09
2400 9.8453314e+01 2.8993291e+00 2.7753938e-02 -5.3509104e+00 9.3947212e-10 -4.9053492e-09 4.2440950e-09
2401 9.8264536e+01 2.8873177e+00 2.7724280e-02 -5.3041038e+00 9.3863297e-10 -4.1290409e-09 3.9475150e-09
2402 9.8074810e+01 2.8755785e+00 2.7694609e-02 -5.2573406e+00 9.3779465e-10 -3.3465035e-09 3.6520098e-09
2403 9.7881890e+01 2.8641120e+00 2.7664924e-02 -5.2106531e+00 9.3695759e-10 -2.5578643e-09 3.3576020e-09
2404 9.7687984e+01 2.8529189e+00 2.7635226e-02 -5.1640440e+00 9.3612136e-10 -1.7632486e-09 3.0643124e-09
2405 9.7491585e+01 2.8420072e+00 2.7605513e-02 -5.1175383e+00 9.3528640e-10 -9.6278294e-10 2.7721633e-09
2406 9.7293414e+01 2.8313629e+00 2.7575785e-02 -5.0711462e+00 9.3445247e-10 -1.5659259e-10 2.4811752e-09
2407 9.7093449e+01 2.8209942e+00 2.7546043e-02 -5.0248930e+00 9.3361937e-10 6.5519618e-10 2.1913696e-09
2408 9.6890925e+01 2.8108946e+00 2.7516285e-02 -4.9787815e+00 9.3278753e-10 1.4724577e-09 1.9027685e-09
2409 9.6687304e+01 2.8010652e+00 2.7486512e-02 -4.9328297e+00 9.3195650e-10 2.2950655e-09 1.6153925e-09
2410 9.6481077e+01 2.7915142e+00 2.7456723e-02 -4.8870632e+00 9.3112673e-10 3.1228941e-09 1.3292636e-09
2411 9.6273704e+01 2.7822282e+00 2.7426917e-02 -4.8414852e+00 9.3029777e-10 3.9558170e-09 1.0444029e-09
2412 9.6063676e+01 2.7732083e+00 2.7397095e-02 -4.7961140e+00 9.2947006e-10 4.7937097e-09 7.6083224e-10
2413 9.5852451e+01 2.7644632e+00 2.7367256e-02 -4.7509681e+00 9.2864317e-10 5.6364441e-09 4.7857249e-10
2414 9.5639261e+01 2.7559794e+00 2.7337401e-02 -4.7060584e+00 9.2781752e-10 6.4838960e-09 1.9764537e-10
2415 9.5424078e+01 2.7477658e+00 2.7307528e-02 -4.6614037e+00 9.2699291e-10 7.3359398e-09 -8.1927820e-11
2416 9.5207618e+01 2.7398165e+00 2.7277637e-02 -4.6170152e+00 9.2616909e-10 8.1924469e-09 -3.6012563e-10
2417 9.4989109e+01 2.7321330e+00 2.7247729e-02 -4.5729120e+00 9.2534652e-10 9.0532941e-09 -6.3692670e-10
2418 9.4769266e+01 2.7247097e+00 2.7217804e-02 -4.5291130e+00 9.2452476e-10 9.9183532e-09 -9.1230949e-10
2419 9.4547315e+01 2.7175556e+00 2.7187860e-02 -4.4856226e+00 9.2370423e-10 1.0787502e-08 -1.1862529e-09
2420 9.4324713e+01 2.7106503e+00 2.7157899e-02 -4.4424601e+00 9.2288450e-10 1.1660609e-08 -1.4587351e-09
2421 9.4099943e+01 2.7040105e+00 2.7127920e-02 -4.3996302e+00 9.2206601e-10 1.2537553e-08 -1.7297351e-09
2422 9.3873715e+01 2.6976233e+00 2.7097922e-02 -4.3571599e+00 9.2124854e-10 1.3418209e-08 -1.9992314e-09
2423 9.3646741e+01 2.6914907e+00 2.7067907e-02 -4.3150467e+00 9.2043186e-10 1.4302444e-08 -2.2672021e-09
2424 9.3417503e+01 2.6856073e+00 2.7037874e-02 -4.2733107e+00 9.1961641e-10 1.5190139e-08 -2.5336265e-09
2425 9.3187451e+01 2.6799828e+00 2.7007823e-02 -4.2319644e+00 9.1880175e-10 1.6081163e-08 -2.7984825e-09
2426 9.2955810e+01 2.6745970e+00 2.6977755e-02 -4.1910134e+00 9.1798833e-10 1.6975397e-08 -3.0617497e-09
2427 9.2722545e+01 2.6694597e+00 2.6947668e-02 -4.1504707e+00 9.1717568e-10 1.7872706e-08 -3.3234055e-09
2428 9.2488363e+01 2.6645657e+00 2.6917565e-02 -4.1103494e+00 9.1636427e-10 1.8772972e-08 -3.5834293e-09
2429 9.2253228e+01 2.6599175e+00 2.6887444e-02 -4.0706631e+00 9.1555386e-10 1.9676067e-08 -3.8418000e-09
2430 9.2016360e+01 2.6555027e+00 2.6857307e-02 -4.0314103e+00 9.1474423e-10 2.0581860e-08 -4.0984947e-09
2431 9.1778466e+01 2.6513238e+00 2.6827152e-02 -3.9926197e+00 9.1393582e-10 2.1490232e-08 -4.3534934e-09
2432 9.1539508e+01 2.6473834e+00 2.6796982e-02 -3.9542904e+00 9.1312819e-10 2.2401050e-08 -4.6067737e-09
2433 9.1299448e+01 2.6436693e+00 2.6766795e-02 -3.9164364e+00 9.1232177e-10 2.3314198e-08 -4.8583158e-09
2434 9.1058989e+01 2.6401841e+00 2.6736593e-02 -3.8790648e+00 9.1151614e-10 2.4229539e-08 -5.1080962e-09
2435 9.0816607e+01 2.6369307e+00 2.6706376e-02 -3.8421825e+00 9.1071171e-10 2.5146955e-08 -5.3560950e-09
2436 9.0573747e+01 2.6338970e+00 2.6676144e-02 -3.8058043e+00 9.0990828e-10 2.6066320e-08 -5.6022910e-09
2437 9.0329627e+01 2.6310785e+00 2.6645899e-02 -3.7699376e+00 9.0910562e-10 2.6987500e-08 -5.8466608e-09
2438 9.0084949e+01 2.6284855e+00 2.6615639e-02 -3.7345828e+00 9.0830417e-10 2.7910376e-08 -6.0891850e-09
2439 8.9838928e+01 2.6260987e+00 2.6585366e-02 -3.6997550e+00 9.0750349e-10 2.8834819e-08 -6.3298407e-09
2440 8.9592266e+01 2.6239286e+00 2.6555081e-02 -3.6654625e+00 9.0670401e-10 2.9760710e-08 -6.5686089e-09
2441 8.9344922e+01 2.6219634e+00 2.6524784e-02 -3.6317134e+00 9.0590551e-10 3.0687915e-08 -6.8054658e-09
2442 8.9096852e+01 2.6202062e+00 2.6494475e-02 -3.5985089e+00 9.0510778e-10 3.1616306e-08 -7.0403899e-09
2443 8.8847272e+01 2.6186454e+00 2.6464156e-02 -3.5658577e+00 9.0431125e-10 3.2545770e-08 -7.2733624e-09
2444 8.8597624e+01 2.6172842e+00 2.6433827e-02 -3.5337687e+00 9.0351548e-10 3.3476166e-08 -7.5043584e-09
2445 8.8347866e+01 2.6161259e+00 2.6403489e-02 -3.5022511e+00 9.0272090e-10 3.4407377e-08 -7.7333591e-09
2446 8.8096468e+01 2.6151514e+00 2.6373142e-02 -3.4712993e+00 9.0192729e-10 3.5339281e-08 -7.9603433e-09
2447 8.7845616e+01 2.6143717e+00 2.6342787e-02 -3.4409378e+00 9.0113445e-10 3.6271736e-08 -8.1852866e-09
