#  L TT            EE            BB            TE            PP            PT            PE           
3077 2.2316695e+01 7.2309376e-01 1.3052874e-02 -1.0727867e+00 5.4530930e-10 3.2981975e-08 -2.3475793e-09
3078 2.2262272e+01 7.2168806e-01 1.3038955e-02 -1.0670693e+00 5.4491341e-10 3.3229649e-08 -2.3918653e-09
3079 2.2207845e+01 7.2031200e-01 1.3025047e-02 -1.0614174e+00 5.4451791e-10 3.3476855e-08 -2.4356486e-09
3080 2.2153402e+01 7.1896482e-01 1.3011151e-02 -1.0558371e+00 5.4412294e-10 3.3723577e-08 -2.4789275e-09
3081 2.2098933e+01 7.1764501e-01 1.2997266e-02 -1.0503350e+00 5.4372823e-10 3.3969775e-08 -2.5216991e-09
3082 2.2044427e+01 7.1635406e-01 1.2983394e-02 -1.0449024e+00 5.4333392e-10 3.4215423e-08 -2.5639610e-09
3083 2.1989948e+01 7.1509048e-01 1.2969534e-02 -1.0395414e+00 5.4293999e-10 3.4460500e-08 -2.6057116e-09
3084 2.1935411e+01 7.1385356e-01 1.2955686e-02 -1.0342555e+00 5.4254646e-10 3.4704973e-08 -2.6469480e-09
3085 2.1880954e+01 7.1264405e-01 1.2941851e-02 -1.0290446e+00 5.4215332e-10 3.4948820e-08 -2.6876685e-09
3086 2.1826416e+01 7.1146051e-01 1.2928029e-02 -1.0239085e+00 5.4176057e-10 3.5192006e-08 -2.7278704e-09
3087 2.1772011e+01 7.1030298e-01 1.2914220e-02 -1.0188489e+00 5.4136821e-10 3.5434514e-08 -2.7675518e-09
3088 2.1717505e+01 7.0917078e-01 1.2900424e-02 -1.0138663e+00 5.4097637e-10 3.5676314e-08 -2.8067107e-09
3089 2.1663108e+01 7.0806470e-01 1.2886642e-02 -1.0089602e+00 5.4058479e-10 3.5917367e-08 -2.8453437e-09
3090 2.1608664e+01 7.0698259e-01 1.2872873e-02 -1.0041321e+00 5.4019359e-10 3.6157659e-08 -2.8834496e-09
3091 2.1554308e+01 7.0592526e-01 1.2859118e-02 -9.9938231e-01 5.3980279e-10 3.6397152e-08 -2.9210254e-09
3092 2.1499957e+01 7.0489206e-01 1.2845377e-02 -9.9471174e-01 5.3941237e-10 3.6635830e-08 -2.9580695e-09
3093 2.1445674e+01 7.0388308e-01 1.2831650e-02 -9.9011995e-01 5.3902234e-10 3.6873654e-08 -2.9945791e-09
3094 2.1391375e+01 7.0289618e-01 1.2817938e-02 -9.8560728e-01 5.3863270e-10 3.7110608e-08 -3.0305525e-09
3095 2.1337197e+01 7.0193297e-01 1.2804240e-02 -9.8117487e-01 5.3824344e-10 3.7346654e-08 -3.0659868e-09
3096 2.1282983e+01 7.0099132e-01 1.2790557e-02 -9.7682095e-01 5.3785456e-10 3.7581773e-08 -3.1008804e-09
3097 2.1228871e+01 7.0007209e-01 1.2776888e-02 -9.7254824e-01 5.3746620e-10 3.7815940e-08 -3.1352310e-09
3098 2.1174777e+01 6.9917392e-01 1.2763234e-02 -9.6835507e-01 5.3707810e-10 3.8049112e-08 -3.1690354e-09
3099 2.1120691e+01 6.9829694e-01 1.2749595e-02 -9.6424280e-01 5.3669038e-10 3.8281277e-08 -3.2022923e-09
3100 2.1066753e+01 6.9743979e-01 1.2735972e-02 -9.6021134e-01 5.3630304e-10 3.8512396e-08 -3.2349987e-09
3101 2.1012804e+01 6.9660334e-01 1.2722363e-02 -9.5625995e-01 5.3591609e-10 3.8742454e-08 -3.2671537e-09
3102 2.0958986e+01 6.9578692e-01 1.2708770e-02 -9.5238879e-01 5.3552952e-10 3.8971420e-08 -3.2987561e-09
3103 2.0905216e+01 6.9498835e-01 1.2695192e-02 -9.4859809e-01 5.3514333e-10 3.9199284e-08 -3.3298072e-09
3104 2.0851487e+01 6.9420919e-01 1.2681629e-02 -9.4488889e-01 5.3475765e-10 3.9426026e-08 -3.3603072e-09
3105 2.0797867e+01 6.9344800e-01 1.2668081e-02 -9.4126079e-01 5.3437222e-10 3.9651612e-08 -3.3902552e-09
3106 2.0744347e+01 6.9270338e-01 1.2654549e-02 -9.3771418e-01 5.3398718e-10 3.9876037e-08 -3.4196527e-09
3107 2.0690922e+01 6.9197613e-01 1.2641032e-02 -9.3424802e-01 5.3360251e-10 4.0099272e-08 -3.4484993e-09
3108 2.0637584e+01 6.9126484e-01 1.2627530e-02 -9.3086354e-01 5.3321822e-10 4.0321307e-08 -3.4767959e-09
3109 2.0584328e+01 6.9056959e-01 1.2614044e-02 -9.2756056e-01 5.3283431e-10 4.0542111e-08 -3.5045421e-09
3110 2.0531220e+01 6.8988896e-01 1.2600572e-02 -9.2433891e-01 5.3245078e-10 4.0761676e-08 -3.5317390e-09
3111 2.0478181e+01 6.8922379e-01 1.2587116e-02 -9.2119926e-01 5.3206763e-10 4.0979972e-08 -3.5583860e-09
3112 2.0425280e+01 6.8857117e-01 1.2573675e-02 -9.1814080e-01 5.3168498e-10 4.1196993e-08 -3.5844847e-09
3113 2.0372509e+01 6.8793341e-01 1.2560249e-02 -9.1516429e-01 5.3130259e-10 4.1412706e-08 -3.6100342e-09
3114 2.0319865e+01 6.8730763e-01 1.2546838e-02 -9.1226829e-01 5.3092057e-10 4.1627091e-08 -3.6350347e-09
3115 2.0267341e+01 6.8669465e-01 1.2533441e-02 -9.0945364e-01 5.3053892e-10 4.1840138e-08 -3.6594873e-09
3116 2.0214931e+01 6.8609380e-01 1.2520060e-02 -9.0671901e-01 5.3015765e-10 4.2051817e-08 -3.6833916e-09
3117 2.0162706e+01 6.8550443e-01 1.2506693e-02 -9.0406385e-01 5.2977676e-10 4.2262118e-08 -3.7067485e-09
3118 2.0110659e+01 6.8492586e-01 1.2493341e-02 -9.0148915e-01 5.2939624e-10 4.2471013e-08 -3.7295577e-09
3119 2.0058787e+01 6.8435819e-01 1.2480003e-02 -8.9899445e-01 5.2901622e-10 4.2678496e-08 -3.7518206e-09
3120 2.0007009e+01 6.8379999e-01 1.2466679e-02 -8.9657860e-01 5.2863645e-10 4.2884532e-08 -3.7735363e-09
3121 1.9955470e+01 6.8325209e-01 1.2453370e-02 -8.9424199e-01 5.2825705e-10 4.3089103e-08 -3.7947050e-09
3122 1.9904091e+01 6.8271308e-01 1.2440075e-02 -8.9198357e-01 5.2787803e-10 4.3292197e-08 -3.8153280e-09
3123 1.9852941e+01 6.8218229e-01 1.2426794e-02 -8.8980231e-01 5.2749938e-10 4.3493787e-08 -3.8354045e-09
3124 1.9801941e+01 6.8165903e-01 1.2413527e-02 -8.8769875e-01 5.2712110e-10 4.3693861e-08 -3.8549359e-09
3125 1.9751087e+01 6.8114413e-01 1.2400275e-02 -8.8567195e-01 5.2674319e-10 4.3892390e-08 -3.8739214e-09
3126 1.9700522e+01 6.8063615e-01 1.2387036e-02 -8.8372252e-01 5.2636565e-10 4.4089365e-08 -3.8923624e-09
3127 1.9650094e+01 6.8013442e-01 1.2373810e-02 -8.8184814e-01 5.2598861e-10 4.4284766e-08 -3.9102591e-09
3128 1.9599872e+01 6.7963900e-01 1.2360599e-02 -8.8004950e-01 5.2561181e-10 4.4478557e-08 -3.9276103e-09
3129 1.9549852e+01 6.7914918e-01 1.2347402e-02 -8.7832511e-01 5.2523538e-10 4.4670736e-08 -3.9444179e-09
3130 1.9500104e+01 6.7866427e-01 1.2334218e-02 -8.7667425e-01 5.2485932e-10 4.4861271e-08 -3.9606810e-09
3131 1.9450474e+01 6.7818507e-01 1.2321048e-02 -8.7509626e-01 5.2448363e-10 4.5050153e-08 -3.9764011e-09
3132 1.9401181e+01 6.7770938e-01 1.2307891e-02 -8.7359050e-01 5.2410831e-10 4.5237353e-08 -3.9915773e-09
3133 1.9351997e+01 6.7723798e-01 1.2294749e-02 -8.7215638e-01 5.2373348e-10 4.5422866e-08 -4.0062115e-09
3134 1.9303140e+01 6.7677015e-01 1.2281620e-02 -8.7079260e-01 5.2335889e-10 4.5606657e-08 -4.0203025e-09
3135 1.9254458e+01 6.7630517e-01 1.2268505e-02 -8.6949940e-01 5.2298467e-10 4.5788705e-08 -4.0338506e-09
3136 1.9206020e+01 6.7584307e-01 1.2255404e-02 -8.6827481e-01 5.2261082e-10 4.5969003e-08 -4.0468570e-09
3137 1.9157822e+01 6.7538235e-01 1.2242317e-02 -8.6711912e-01 5.2223733e-10 4.6147520e-08 -4.0593211e-09
3138 1.9109858e+01 6.7492379e-01 1.2229245e-02 -8.6603045e-01 5.2186421e-10 4.6324246e-08 -4.0712441e-09
3139 1.9062124e+01 6.7446661e-01 1.2216186e-02 -8.6500918e-01 5.2149145e-10 4.6499152e-08 -4.0826254e-09
3140 1.9014615e+01 6.7400935e-01 1.2203142e-02 -8.6405347e-01 5.2111918e-10 4.6672234e-08 -4.0934666e-09
3141 1.8967327e+01 6.7355271e-01 1.2190112e-02 -8.6316302e-01 5.2074715e-10 4.6843455e-08 -4.1037667e-09
3142 1.8920329e+01 6.7309594e-01 1.2177097e-02 -8.6233607e-01 5.2037548e-10 4.7012797e-08 -4.1135259e-09
3143 1.8873542e+01 6.7263900e-01 1.2164096e-02 -8.6157314e-01 5.2000418e-10 4.7180250e-08 -4.1227455e-09
3144 1.8827037e+01 6.7218185e-01 1.2151111e-02 -8.6087178e-01 5.1963323e-10 4.7345784e-08 -4.1314248e-09
3145 1.8780733e+01 6.7172371e-01 1.2138140e-02 -8.6023181e-01 5.1926266e-10 4.7509390e-08 -4.1395650e-09
3146 1.8734700e+01 6.7126378e-01 1.2125185e-02 -8.5965235e-01 5.1889244e-10 4.7671038e-08 -4.1471656e-09
3147 1.8688935e+01 6.7080274e-01 1.2112246e-02 -8.5913252e-01 5.1852270e-10 4.7830724e-08 -4.1542281e-09
3148 1.8643432e+01 6.7033977e-01 1.2099322e-02 -8.5867075e-01 5.1815321e-10 4.7988412e-08 -4.1607516e-09
3149 1.8598114e+01 6.6987406e-01 1.2086414e-02 -8.5826623e-01 5.1778407e-10 4.8144082e-08 -4.1667362e-09
3150 1.8553049e+01 6.6940625e-01 1.2073522e-02 -8.5791744e-01 5.1741529e-10 4.8297727e-08 -4.1721833e-09
3151 1.8508234e+01 6.6893549e-01 1.2060646e-02 -8.5762432e-01 5.1704688e-10 4.8449316e-08 -4.1770925e-09
3152 1.8463740e+01 6.6846085e-01 1.2047788e-02 -8.5738451e-01 5.1667882e-10 4.8598854e-08 -4.1814673e-09
3153 1.8419415e+01 6.6798284e-01 1.2034945e-02 -8.5719783e-01 5.1631124e-10 4.8746336e-08 -4.1853107e-09
3154 1.8375330e+01 6.6749976e-01 1.2022120e-02 -8.5706268e-01 5.1594389e-10 4.8891738e-08 -4.1886240e-09
3155 1.8331483e+01 6.6701212e-01 1.2009312e-02 -8.5697745e-01 5.1557691e-10 4.9035073e-08 -4.1914116e-09
3156 1.8287944e+01 6.6651966e-01 1.1996521e-02 -8.5694130e-01 5.1521028e-10 4.9176322e-08 -4.1936755e-09
3157 1.8244563e+01 6.6602139e-01 1.1983748e-02 -8.5695343e-01 5.1484401e-10 4.9315493e-08 -4.1954195e-09
3158 1.8201487e+01 6.6551704e-01 1.1970993e-02 -8.5701080e-01 5.1447809e-10 4.9452568e-08 -4.1966455e-09
3159 1.8158638e+01 6.6500559e-01 1.1958256e-02 -8.5711411e-01 5.1411253e-10 4.9587553e-08 -4.1973575e-09
3160 1.8116015e+01 6.6448824e-01 1.1945537e-02 -8.5726188e-01 5.1374745e-10 4.9720444e-08 -4.1975583e-09
3161 1.8073691e+01 6.6396320e-01 1.1932836e-02 -8.5745185e-01 5.1338259e-10 4.9851216e-08 -4.1972493e-09
3162 1.8031590e+01 6.6343016e-01 1.1920154e-02 -8.5768329e-01 5.1301810e-10 4.9979881e-08 -4.1964350e-09
3163 1.7989710e+01 6.6289028e-01 1.1907490e-02 -8.5795475e-01 5.1265395e-10 5.0106424e-08 -4.1951172e-09
3164 1.7948052e+01 6.6234102e-01 1.1894845e-02 -8.5826552e-01 5.1229016e-10 5.0230849e-08 -4.1932998e-09
3165 1.7906688e+01 6.6178424e-01 1.1882219e-02 -8.5861415e-01 5.1192672e-10 5.0353139e-08 -4.1909848e-09
3166 1.7865544e+01 6.6121811e-01 1.1869612e-02 -8.5899924e-01 5.1156376e-10 5.0473308e-08 -4.1881765e-09
3167 1.7824621e+01 6.6064227e-01 1.1857024e-02 -8.5942009e-01 5.1120103e-10 5.0591330e-08 -4.1848763e-09
3168 1.7783992e+01 6.6005782e-01 1.1844454e-02 -8.5987457e-01 5.1083864e-10 5.0707202e-08 -4.1810872e-09
3169 1.7743509e+01 6.5946289e-01 1.1831905e-02 -8.6036201e-01 5.1047661e-10 5.0820929e-08 -4.1768129e-09
3170 1.7703397e+01 6.5885856e-01 1.1819374e-02 -8.6088104e-01 5.1011493e-10 5.0932494e-08 -4.1720556e-09
3171 1.7663434e+01 6.5824292e-01 1.1806862e-02 -8.6143025e-01 5.0975360e-10 5.1041903e-08 -4.1668189e-09
3172 1.7623769e+01 6.5761705e-01 1.1794370e-02 -8.6200829e-01 5.0939274e-10 5.1149151e-08 -4.1611059e-09
3173 1.7584330e+01 6.5697902e-01 1.1781897e-02 -8.6261525e-01 5.0903211e-10 5.1254214e-08 -4.1549179e-09
3174 1.7545119e+01 6.5633060e-01 1.1769443e-02 -8.6324755e-01 5.0867182e-10 5.1357105e-08 -4.1482593e-09
3175 1.7506137e+01 6.5566911e-01 1.1757008e-02 -8.6390605e-01 5.0831189e-10 5.1457806e-08 -4.1411321e-09
3176 1.7467463e+01 6.5499630e-01 1.1744592e-02 -8.6458863e-01 5.0795230e-10 5.1556324e-08 -4.1335401e-09
3177 1.7428950e+01 6.5431168e-01 1.1732195e-02 -8.6529319e-01 5.0759306e-10 5.1652641e-08 -4.1254853e-09
3178 1.7390749e+01 6.5361475e-01 1.1719817e-02 -8.6601987e-01 5.0723429e-10 5.1746770e-08 -4.1169719e-09
3179 1.7352715e+01 6.5290649e-01 1.1707458e-02 -8.6677175e-01 5.0687574e-10 5.1838688e-08 -4.1080015e-09
3180 1.7315000e+01 6.5218563e-01 1.1695118e-02 -8.6753633e-01 5.0651754e-10 5.1928388e-08 -4.0985770e-09
3181 1.7277534e+01 6.5145238e-01 1.1682796e-02 -8.6832339e-01 5.0615969e-10 5.2015877e-08 -4.0887021e-09
3182 1.7240319e+01 6.5070767e-01 1.1670493e-02 -8.6912041e-01 5.0580218e-10 5.2101137e-08 -4.0783790e-09
3183 1.7203287e+01 6.4995019e-01 1.1658208e-02 -8.6994460e-01 5.0544501e-10 5.2184176e-08 -4.0676113e-09
3184 1.7166589e+01 6.4918087e-01 1.1645941e-02 -8.7077602e-01 5.0508831e-10 5.2264988e-08 -4.0564020e-09
3185 1.7130081e+01 6.4839835e-01 1.1633692e-02 -8.7161699e-01 5.0473183e-10 5.2343549e-08 -4.0447526e-09
3186 1.7093843e+01 6.4760280e-01 1.1621462e-02 -8.7247727e-01 5.0437570e-10 5.2419871e-08 -4.0326674e-09
3187 1.7057877e+01 6.4679434e-01 1.1609249e-02 -8.7334433e-01 5.0401990e-10 5.2493938e-08 -4.0201484e-09
3188 1.7022116e+01 6.4597307e-01 1.1597054e-02 -8.7422048e-01 5.0366445e-10 5.2565755e-08 -4.0071994e-09
3189 1.6986638e+01 6.4513764e-01 1.1584876e-02 -8.7510803e-01 5.0330935e-10 5.2635305e-08 -3.9938223e-09
3190 1.6951447e+01 6.4428885e-01 1.1572716e-02 -8.7600185e-01 5.0295470e-10 5.2702601e-08 -3.9800215e-09
3191 1.6916474e+01 6.4342681e-01 1.1560573e-02 -8.7690422e-01 5.0260027e-10 5.2767619e-08 -3.9657985e-09
3192 1.6881725e+01 6.4255156e-01 1.1548447e-02 -8.7780998e-01 5.0224619e-10 5.2830353e-08 -3.9511561e-09
3193 1.6847204e+01 6.4166242e-01 1.1536338e-02 -8.7872142e-01 5.0189244e-10 5.2890811e-08 -3.9360983e-09
3194 1.6812990e+01 6.4075943e-01 1.1524246e-02 -8.7963335e-01 5.0153904e-10 5.2948974e-08 -3.9206269e-09
3195 1.6779015e+01 6.3984336e-01 1.1512171e-02 -8.8054801e-01 5.0118609e-10 5.3004855e-08 -3.9047462e-09
3196 1.6745208e+01 6.3891349e-01 1.1500112e-02 -8.8146020e-01 5.0083336e-10 5.3058431e-08 -3.8884578e-09
3197 1.6711723e+01 6.3796980e-01 1.1488070e-02 -8.8237956e-01 5.0048097e-10 5.3109695e-08 -3.8717646e-09
3198 1.6678492e+01 6.3701230e-01 1.1476044e-02 -8.8329344e-01 5.0012892e-10 5.3158655e-08 -3.8546704e-09
3199 1.6645519e+01 6.3604096e-01 1.1464035e-02 -8.8420401e-01 4.9977721e-10 5.3205293e-08 -3.8371772e-09
3200 1.6612734e+01 6.3505501e-01 1.1452043e-02 -8.8511345e-01 4.9942583e-10 5.3249616e-08 -3.8192887e-09
3201 1.6580143e+01 6.3405586e-01 1.1440066e-02 -8.8601643e-01 4.9907491e-10 5.3291619e-08 -3.8010082e-09
3202 1.6547899e+01 6.3304196e-01 1.1428106e-02 -8.8691482e-01 4.9872420e-10 5.3331291e-08 -3.7823388e-09
3203 1.6515782e+01 6.3201320e-01 1.1416162e-02 -8.8780301e-01 4.9837383e-10 5.3368655e-08 -3.7632865e-09
3204 1.6483948e+01 6.3097095e-01 1.1404235e-02 -8.8868278e-01 4.9802380e-10 5.3403706e-08 -3.7438552e-09
3205 1.6452324e+01 6.2991359e-01 1.1392324e-02 -8.8955592e-01 4.9767410e-10 5.3436465e-08 -3.7240505e-09
3206 1.6420917e+01 6.2884323e-01 1.1380429e-02 -8.9041673e-01 4.9732485e-10 5.3466937e-08 -3.7038771e-09
3207 1.6389730e+01 6.2775822e-01 1.1368550e-02 -8.9125953e-01 4.9697582e-10 5.3495111e-08 -3.6833384e-09
3208 1.6358842e+01 6.2665915e-01 1.1356688e-02 -8.9209345e-01 4.9662713e-10 5.3521013e-08 -3.6624404e-09
3209 1.6328034e+01 6.2554657e-01 1.1344842e-02 -8.9292019e-01 4.9627876e-10 5.3544637e-08 -3.6411871e-09
3210 1.6297533e+01 6.2442031e-01 1.1333013e-02 -8.9371910e-01 4.9593073e-10 5.3566002e-08 -3.6195840e-09
3211 1.6267196e+01 6.2328016e-01 1.1321201e-02 -8.9450671e-01 4.9558303e-10 5.3585103e-08 -3.5976350e-09
3212 1.6237100e+01 6.2212667e-01 1.1309405e-02 -8.9527719e-01 4.9523578e-10 5.3601965e-08 -3.5753460e-09
3213 1.6207175e+01 6.2095886e-01 1.1297626e-02 -8.9603213e-01 4.9488875e-10 5.3616578e-08 -3.5527206e-09
3214 1.6177500e+01 6.1977800e-01 1.1285863e-02 -8.9676568e-01 4.9454204e-10 5.3628946e-08 -3.5297635e-09
3215 1.6147931e+01 6.1858234e-01 1.1274118e-02 -8.9747195e-01 4.9419567e-10 5.3639091e-08 -3.5064802e-09
3216 1.6118620e+01 6.1737313e-01 1.1262390e-02 -8.9816730e-01 4.9384963e-10 5.3647006e-08 -3.4828747e-09
3217 1.6089497e+01 6.1615010e-01 1.1250679e-02 -8.9883095e-01 4.9350403e-10 5.3652718e-08 -3.4589528e-09
3218 1.6060492e+01 6.1491297e-01 1.1238985e-02 -8.9947178e-01 4.9315865e-10 5.3656213e-08 -3.4347181e-09
3219 1.6031684e+01 6.1366146e-01 1.1227309e-02 -9.0008379e-01 4.9281360e-10 5.3657500e-08 -3.4101754e-09
3220 1.6003077e+01 6.1239675e-01 1.1215650e-02 -9.0067582e-01 4.9246887e-10 5.3656597e-08 -3.3853301e-09
3221 1.5974601e+01 6.1111929e-01 1.1204010e-02 -9.0124182e-01 4.9212448e-10 5.3653499e-08 -3.3601862e-09
3222 1.5946262e+01 6.0982727e-01 1.1192386e-02 -9.0177570e-01 4.9178053e-10 5.3648232e-08 -3.3347496e-09
3223 1.5918136e+01 6.0852258e-01 1.1180781e-02 -9.0227878e-01 4.9143678e-10 5.3640783e-08 -3.3090239e-09
3224 1.5890156e+01 6.0720416e-01 1.1169194e-02 -9.0275977e-01 4.9109337e-10 5.3631161e-08 -3.2830137e-09
3225 1.5862252e+01 6.0587313e-01 1.1157625e-02 -9.0321250e-01 4.9075029e-10 5.3619383e-08 -3.2567247e-09
3226 1.5834576e+01 6.0452915e-01 1.1146074e-02 -9.0363076e-01 4.9040753e-10 5.3605445e-08 -3.2301606e-09
3227 1.5806987e+01 6.0317184e-01 1.1134542e-02 -9.0401576e-01 4.9006521e-10 5.3589372e-08 -3.2033275e-09
3228 1.5779562e+01 6.0180232e-01 1.1123028e-02 -9.0436863e-01 4.8972310e-10 5.3571153e-08 -3.1762289e-09
3229 1.5752307e+01 6.0041947e-01 1.1111532e-02 -9.0469053e-01 4.8938132e-10 5.3550794e-08 -3.1488695e-09
3230 1.5725154e+01 5.9902362e-01 1.1100055e-02 -9.0497510e-01 4.8903986e-10 5.3528314e-08 -3.1212549e-09
3231 1.5698034e+01 5.9761586e-01 1.1088597e-02 -9.0523085e-01 4.8869873e-10 5.3503709e-08 -3.0933889e-09
3232 1.5671176e+01 5.9619579e-01 1.1077157e-02 -9.0545137e-01 4.8835792e-10 5.3476997e-08 -3.0652771e-09
3233 1.5644361e+01 5.9476373e-01 1.1065735e-02 -9.0563022e-01 4.8801755e-10 5.3448186e-08 -3.0369241e-09
3234 1.5617597e+01 5.9331999e-01 1.1054333e-02 -9.0578323e-01 4.8767739e-10 5.3417263e-08 -3.0083337e-09
3235 1.5591039e+01 5.9186413e-01 1.1042949e-02 -9.0589646e-01 4.8733755e-10 5.3384255e-08 -2.9795116e-09
3236 1.5564543e+01 5.9039795e-01 1.1031583e-02 -9.0597081e-01 4.8699803e-10 5.3349155e-08 -2.9504619e-09
3237 1.5538192e+01 5.8892099e-01 1.1020236e-02 -9.0600714e-01 4.8665884e-10 5.3311983e-08 -2.9211900e-09
3238 1.5511916e+01 5.8743280e-01 1.1008908e-02 -9.0600625e-01 4.8632008e-10 5.3272747e-08 -2.8917005e-09
3239 1.5485724e+01 5.8593439e-01 1.0997598e-02 -9.0597638e-01 4.8598153e-10 5.3231433e-08 -2.8619973e-09
3240 1.5459696e+01 5.8442604e-01 1.0986306e-02 -9.0589599e-01 4.8564330e-10 5.3188068e-08 -2.8320860e-09
3241 1.5433690e+01 5.8290726e-01 1.0975033e-02 -9.0578807e-01 4.8530539e-10 5.3142647e-08 -2.8019707e-09
3242 1.5407789e+01 5.8137905e-01 1.0963778e-02 -9.0563845e-01 4.8496780e-10 5.3095188e-08 -2.7716568e-09
3243 1.5381999e+01 5.7984093e-01 1.0952540e-02 -9.0544778e-01 4.8463064e-10 5.3045699e-08 -2.7411490e-09
3244 1.5356329e+01 5.7829239e-01 1.0941321e-02 -9.0521666e-01 4.8429369e-10 5.2994168e-08 -2.7104511e-09
3245 1.5330710e+01 5.7673515e-01 1.0930120e-02 -9.0494567e-01 4.8395706e-10 5.2940620e-08 -2.6795688e-09
3246 1.5305151e+01 5.7516870e-01 1.0918936e-02 -9.0462792e-01 4.8362075e-10 5.2885050e-08 -2.6485062e-09
3247 1.5279733e+01 5.7359253e-01 1.0907769e-02 -9.0427875e-01 4.8328475e-10 5.2827477e-08 -2.6172685e-09
3248 1.5254391e+01 5.7200760e-01 1.0896620e-02 -9.0388378e-01 4.8294919e-10 5.2767908e-08 -2.5858607e-09
3249 1.5229056e+01 5.7041486e-01 1.0885488e-02 -9.0345087e-01 4.8261383e-10 5.2706332e-08 -2.5542863e-09
3250 1.5203887e+01 5.6881304e-01 1.0874373e-02 -9.0297297e-01 4.8227879e-10 5.2642773e-08 -2.5225512e-09
3251 1.5178742e+01 5.6720309e-01 1.0863275e-02 -9.0245786e-01 4.8194406e-10 5.2577228e-08 -2.4906592e-09
3252 1.5153627e+01 5.6558526e-01 1.0852193e-02 -9.0189086e-01 4.8160976e-10 5.2509731e-08 -2.4586155e-09
3253 1.5128625e+01 5.6395978e-01 1.0841128e-02 -9.0128698e-01 4.8127567e-10 5.2440276e-08 -2.4264232e-09
3254 1.5103742e+01 5.6232616e-01 1.0830079e-02 -9.0064632e-01 4.8094189e-10 5.2368882e-08 -2.3940863e-09
3255 1.5078836e+01 5.6068685e-01 1.0819046e-02 -8.9995409e-01 4.8060843e-10 5.2295574e-08 -2.3616094e-09
3256 1.5054063e+01 5.5903987e-01 1.0808028e-02 -8.9922517e-01 4.8027528e-10 5.2220357e-08 -2.3289959e-09
3257 1.5029281e+01 5.5738692e-01 1.0797027e-02 -8.9845214e-01 4.7994256e-10 5.2143265e-08 -2.2962508e-09
3258 1.5004646e+01 5.5572748e-01 1.0786040e-02 -8.9762753e-01 4.7961003e-10 5.2064295e-08 -2.2633771e-09
3259 1.4980015e+01 5.5406178e-01 1.0775069e-02 -8.9676612e-01 4.7927783e-10 5.1983463e-08 -2.2303790e-09
3260 1.4955394e+01 5.5239078e-01 1.0764113e-02 -8.9586036e-01 4.7894593e-10 5.1900796e-08 -2.1972611e-09
3261 1.4930866e+01 5.5071468e-01 1.0753172e-02 -8.9491012e-01 4.7861435e-10 5.1816298e-08 -2.1640267e-09
3262 1.4906434e+01 5.4903222e-01 1.0742245e-02 -8.9391520e-01 4.7828320e-10 5.1730002e-08 -2.1306808e-09
3263 1.4881959e+01 5.4734509e-01 1.0731333e-02 -8.9287539e-01 4.7795224e-10 5.1641907e-08 -2.0972265e-09
3264 1.4857593e+01 5.4565276e-01 1.0720436e-02 -8.9178302e-01 4.7762159e-10 5.1552028e-08 -2.0636678e-09
3265 1.4833194e+01 5.4395542e-01 1.0709553e-02 -8.9065265e-01 4.7729126e-10 5.1460393e-08 -2.0300095e-09
3266 1.4808842e+01 5.4225402e-01 1.0698683e-02 -8.8947654e-01 4.7696123e-10 5.1367004e-08 -1.9962548e-09
3267 1.4784542e+01 5.4054728e-01 1.0687828e-02 -8.8824689e-01 4.7663163e-10 5.1271897e-08 -1.9624087e-09
3268 1.4760300e+01 5.3883689e-01 1.0676987e-02 -8.8697819e-01 4.7630223e-10 5.1175067e-08 -1.9284743e-09
3269 1.4736047e+01 5.3712303e-01 1.0666160e-02 -8.8566257e-01 4.7597314e-10 5.1076532e-08 -1.8944558e-09
3270 1.4711788e+01 5.3540592e-01 1.0655347e-02 -8.8429958e-01 4.7564435e-10 5.0976319e-08 -1.8603576e-09
3271 1.4687601e+01 5.3368647e-01 1.0644547e-02 -8.8289616e-01 4.7531599e-10 5.0874443e-08 -1.8261837e-09
3272 1.4663417e+01 5.3196342e-01 1.0633761e-02 -8.8144437e-01 4.7498782e-10 5.0770902e-08 -1.7919375e-09
3273 1.4639241e+01 5.3023917e-01 1.0622988e-02 -8.7995106e-01 4.7465996e-10 5.0665730e-08 -1.7576237e-09
3274 1.4615151e+01 5.2851243e-01 1.0612229e-02 -8.7841566e-01 4.7433241e-10 5.0558930e-08 -1.7232459e-09
3275 1.4591003e+01 5.2678415e-01 1.0601483e-02 -8.7683012e-01 4.7400517e-10 5.0450530e-08 -1.6888085e-09
3276 1.4566874e+01 5.2505452e-01 1.0590751e-02 -8.7520863e-01 4.7367834e-10 5.0340545e-08 -1.6543156e-09
3277 1.4542769e+01 5.2332373e-01 1.0580033e-02 -8.7353567e-01 4.7335171e-10 5.0228974e-08 -1.6197705e-09
3278 1.4518617e+01 5.2159124e-01 1.0569328e-02 -8.7182537e-01 4.7302539e-10 5.0115849e-08 -1.5851779e-09
3279 1.4494571e+01 5.1985798e-01 1.0558636e-02 -8.7006956e-01 4.7269937e-10 5.0001175e-08 -1.5505414e-09
3280 1.4470410e+01 5.1812340e-01 1.0547958e-02 -8.6826747e-01 4.7237377e-10 4.9884985e-08 -1.5158656e-09
3281 1.4446286e+01 5.1638920e-01 1.0537294e-02 -8.6642570e-01 4.7204836e-10 4.9767277e-08 -1.4811540e-09
